zipcode,year,mentions
10001,2010,16
10306,2010,11
10305,2010,1
10304,2010,2
10304,2010,2
10301,2010,1
10301,2010,0
10303,2010,0
10302,2010,0
11236,2010,0
11207,2010,1
11236,2010,0
11234,2010,6
11432,2010,0
11365,2010,14
11365,2010,1
11370,2010,0
10456,2010,1
10451,2010,3
10452,2010,2
10453,2010,3
10022,2010,9
11101,2010,1
10017,2010,9
10016,2010,2
10009,2010,7
10011,2010,131
11104,2010,1
11101,2010,1
11201,2010,29
11201,2010,5
11213,2010,7
11233,2010,0
11201,2010,139
10314,2010,0
10314,2010,19
10309,2010,5
10306,2010,0
11697,2010,1
11229,2010,1
11379,2010,13
10309,2010,1
10306,2010,0
10309,2010,0
11357,2010,0
11207,2010,13
11229,2010,1
10466,2011,11
10475,2011,9
10466,2011,3
10471,2011,14
10471,2011,109
10463,2011,25
10463,2011,3
10470,2011,13
10467,2011,16
10467,2011,7
10469,2011,1
10461,2011,1
10464,2011,10
10458,2011,45
10453,2011,4
10453,2011,2
10458,2011,68
10460,2011,5
10460,2011,3
10452,2011,1
10456,2011,6
10454,2011,27
10454,2011,3
10455,2011,39
10474,2011,42
10459,2011,22
10473,2011,22
10473,2011,2
10465,2011,6
10465,2011,25
10462,2011,7
10461,2011,15
10462,2011,4
10461,2011,12
10458,2011,14
10463,2011,5
10471,2011,0
10461,2011,13
10465,2011,0
10465,2011,0
10473,2011,7
10467,2011,0
10469,2011,0
10456,2011,133
10472,2011,0
10466,2011,1
11209,2011,58
11214,2011,31
11220,2011,55
11222,2011,130
11223,2011,13
11235,2011,56
11235,2011,42
11230,2011,0
11230,2011,152
11213,2011,93
11203,2011,12
11218,2011,51
11215,2011,16
11238,2011,51
11212,2011,40
11211,2011,530
11221,2011,140
11221,2011,82
11201,2011,139
11201,2011,58
11231,2011,75
11231,2011,133
11215,2011,119
11205,2011,207
11215,2011,236
11208,2011,12
11208,2011,38
11239,2011,0
11236,2011,11
11234,2011,14
11234,2011,0
11235,2011,17
11224,2011,196
11214,2011,2
11219,2011,15
11228,2011,5
11229,2011,6
11234,2011,14
11205,2011,57
11224,2011,7
11201,2011,120
11217,2011,42
11225,2011,4
11233,2011,2
11208,2011,1
11234,2011,2
11230,2011,40
11226,2011,3
11234,2011,128
11208,2011,3
11206,2011,10
11211,2011,80
11211,2011,44
11251,2011,53
11230,2011,6
11209,2011,12
10002,2011,151
10033,2011,121
10034,2011,40
10031,2011,42
10027,2011,4
10030,2011,10
10029,2011,103
10075,2011,303
10128,2011,13
10021,2011,7
10044,2011,22
10024,2011,232
10023,2011,40
10018,2011,160
10036,2011,315
11354,2011,8
10314,2011,713
10012,2011,458
10009,2011,425
10002,2011,495
10013,2011,309
10013,2011,54
10012,2011,563
10014,2011,259
10025,2011,5
10027,2011,59
10010,2011,90
10280,2011,48
10005,2011,103
11103,2011,260
11377,2011,171
11372,2011,54
11373,2011,40
11414,2011,11
11368,2011,0
11375,2011,59
11415,2011,29
11418,2011,39
11354,2011,0
11101,2011,248
11104,2011,96
11369,2011,6
11378,2011,11
11385,2011,37
11385,2011,56
11374,2011,8
11421,2011,14
11417,2011,14
11420,2011,2
11356,2011,8
11357,2011,44
11361,2011,98
11358,2011,9
11363,2011,23
11363,2011,8
11004,2011,1
11426,2011,12
11367,2011,4
11365,2011,8
11435,2011,6
11432,2011,7
11364,2011,0
11428,2011,24
11423,2011,71
11433,2011,11
11412,2011,58
11434,2011,47
11413,2011,2
11411,2011,6
11422,2011,58
11691,2011,25
11693,2011,7
11697,2011,7
11105,2011,67
11357,2011,0
11360,2011,5
11691,2011,1
11692,2011,0
11694,2011,5
11694,2011,1
11354,2011,7
11004,2011,12
11423,2011,1
11432,2011,1
11355,2011,1
11432,2011,100
11106,2011,21
11414,2011,4
11422,2011,3
11368,2011,3
11694,2011,4
11694,2011,1
11692,2011,42
11413,2011,20
11427,2011,3
11368,2011,0
11375,2011,0
10301,2011,32
10301,2011,5
10304,2011,12
10305,2011,5
10310,2011,12
10304,2011,0
10304,2011,4
10305,2011,10
10310,2011,5
10303,2011,1
10303,2011,0
10314,2011,0
10314,2011,0
10314,2011,2
10306,2011,9
10306,2011,7
10308,2011,4
10312,2011,2
10312,2011,0
10309,2011,5
10307,2011,4
10301,2011,6
10301,2011,2
11104,2011,13
11226,2011,17
11203,2011,17
11203,2011,7
10304,2011,4
10314,2011,2
10314,2011,1
10303,2011,5
10305,2011,0
10305,2011,2
10304,2011,1
10305,2011,7
10306,2011,3
10306,2011,1
10306,2011,0
11360,2011,4
10312,2011,2
10309,2011,0
10309,2011,0
10309,2011,4
10309,2011,0
10312,2011,0
10312,2011,1
10314,2011,0
10314,2011,0
10314,2011,4
10314,2011,0
10128,2011,1
10009,2011,15
10007,2011,36
10001,2011,5
10306,2011,29
10305,2011,0
10304,2011,0
10304,2011,2
10301,2011,1
10301,2011,0
10303,2011,3
10302,2011,0
11236,2011,0
11207,2011,0
11236,2011,0
11234,2011,5
11432,2011,2
11365,2011,23
11365,2011,1
11370,2011,1
10456,2011,1
10451,2011,5
10452,2011,3
10453,2011,2
10022,2011,11
11101,2011,7
10017,2011,3
10016,2011,4
10009,2011,11
10011,2011,91
11104,2011,2
11101,2011,0
11201,2011,43
11201,2011,15
11213,2011,7
11233,2011,2
11201,2011,177
10314,2011,0
10314,2011,7
10309,2011,0
10306,2011,0
11697,2011,2
11229,2011,2
11379,2011,6
10309,2011,0
10306,2011,1
10309,2011,0
11357,2011,0
11207,2011,4
11229,2011,0
10466,2012,6
10475,2012,5
10466,2012,8
10471,2012,10
10471,2012,121
10463,2012,28
10463,2012,1
10470,2012,12
10467,2012,13
10467,2012,3
10469,2012,4
10461,2012,4
10464,2012,39
10458,2012,83
10453,2012,12
10453,2012,2
10458,2012,163
10460,2012,7
10460,2012,6
10452,2012,1
10456,2012,13
10454,2012,28
10454,2012,3
10455,2012,35
10474,2012,41
10459,2012,38
10473,2012,10
10473,2012,0
10465,2012,6
10465,2012,20
10462,2012,5
10461,2012,9
10462,2012,2
10461,2012,6
10458,2012,15
10463,2012,18
10471,2012,0
10461,2012,16
10465,2012,3
10465,2012,2
10473,2012,4
10467,2012,0
10469,2012,1
10456,2012,151
10472,2012,1
10466,2012,1
11209,2012,67
11214,2012,46
11220,2012,63
11222,2012,170
11223,2012,3
11235,2012,93
11235,2012,19
11230,2012,0
11230,2012,148
11213,2012,103
11203,2012,11
11218,2012,114
11215,2012,7
11238,2012,49
11212,2012,41
11211,2012,647
11221,2012,188
11221,2012,77
11201,2012,173
11201,2012,68
11231,2012,50
11231,2012,183
11215,2012,121
11205,2012,257
11215,2012,240
11208,2012,24
11208,2012,38
11239,2012,1
11236,2012,14
11234,2012,16
11234,2012,0
11235,2012,17
11224,2012,229
11214,2012,4
11219,2012,11
11228,2012,20
11229,2012,4
11234,2012,8
11205,2012,49
11224,2012,3
11201,2012,124
11217,2012,106
11225,2012,4
11233,2012,4
11208,2012,5
11234,2012,1
11230,2012,20
11226,2012,19
11234,2012,136
11208,2012,3
11206,2012,26
11211,2012,98
11211,2012,72
11251,2012,54
11230,2012,4
11209,2012,9
10002,2012,155
10033,2012,111
10034,2012,59
10031,2012,27
10027,2012,2
10030,2012,7
10029,2012,103
10075,2012,355
10128,2012,11
10021,2012,31
10044,2012,28
10024,2012,212
10023,2012,61
10018,2012,165
10036,2012,392
11354,2012,22
10314,2012,754
10012,2012,431
10009,2012,450
10002,2012,518
10013,2012,369
10013,2012,45
10012,2012,627
10014,2012,279
10025,2012,1
10027,2012,80
10010,2012,110
10280,2012,46
10005,2012,82
11103,2012,265
11377,2012,98
11372,2012,48
11373,2012,30
11414,2012,10
11368,2012,0
11375,2012,66
11415,2012,64
11418,2012,40
11354,2012,2
11101,2012,273
11104,2012,112
11369,2012,3
11378,2012,11
11385,2012,53
11385,2012,54
11374,2012,8
11421,2012,15
11417,2012,18
11420,2012,7
11356,2012,4
11357,2012,26
11361,2012,84
11358,2012,3
11363,2012,18
11363,2012,6
11004,2012,2
11426,2012,6
11367,2012,1
11365,2012,5
11435,2012,8
11432,2012,11
11364,2012,0
11428,2012,22
11423,2012,61
11433,2012,10
11412,2012,73
11434,2012,297
11413,2012,2
11411,2012,3
11422,2012,57
11691,2012,24
11693,2012,10
11697,2012,41
11105,2012,81
11357,2012,0
11360,2012,2
11691,2012,1
11692,2012,5
11694,2012,13
11694,2012,0
11354,2012,13
11004,2012,16
11423,2012,0
11432,2012,1
11355,2012,0
11432,2012,153
11106,2012,16
11414,2012,4
11422,2012,5
11368,2012,3
11694,2012,4
11694,2012,6
11692,2012,77
11413,2012,19
11427,2012,9
11368,2012,0
11375,2012,1
10301,2012,43
10301,2012,11
10304,2012,8
10305,2012,0
10310,2012,11
10304,2012,0
10304,2012,0
10305,2012,24
10310,2012,5
10303,2012,0
10303,2012,0
10314,2012,0
10314,2012,0
10314,2012,3
10306,2012,11
10306,2012,20
10308,2012,5
10312,2012,0
10312,2012,1
10309,2012,1
10307,2012,9
10301,2012,2
10301,2012,5
11104,2012,10
11226,2012,17
11203,2012,13
11203,2012,7
10304,2012,0
10314,2012,5
10314,2012,0
10303,2012,3
10305,2012,2
10305,2012,1
10304,2012,0
10305,2012,3
10306,2012,16
10306,2012,1
10306,2012,6
11360,2012,0
10312,2012,3
10309,2012,1
10309,2012,0
10309,2012,13
10309,2012,0
10312,2012,0
10312,2012,0
10314,2012,0
10314,2012,0
10314,2012,4
10314,2012,0
10128,2012,2
10009,2012,19
10007,2012,24
10001,2012,16
10306,2012,15
10305,2012,7
10304,2012,3
10304,2012,0
10301,2012,0
10301,2012,0
10303,2012,1
10302,2012,1
11236,2012,0
11207,2012,1
11236,2012,0
11234,2012,4
11432,2012,0
11365,2012,25
11365,2012,2
11370,2012,0
10456,2012,2
10451,2012,0
10452,2012,1
10453,2012,2
10022,2012,8
11101,2012,4
10017,2012,4
10016,2012,5
10009,2012,3
10011,2012,111
11104,2012,7
11101,2012,0
11201,2012,27
11201,2012,3
11213,2012,15
11233,2012,2
11201,2012,189
10314,2012,0
10314,2012,2
10309,2012,1
10306,2012,0
11697,2012,4
11229,2012,0
11379,2012,7
10309,2012,0
10306,2012,1
10309,2012,0
11357,2012,2
11207,2012,11
11229,2012,0
10466,2013,9
10475,2013,5
10466,2013,2
10471,2013,3
10471,2013,106
10463,2013,20
10463,2013,3
10470,2013,21
10467,2013,9
10467,2013,1
10469,2013,0
10461,2013,2
10464,2013,19
10458,2013,44
10453,2013,5
10453,2013,2
10458,2013,84
10460,2013,3
10460,2013,5
10452,2013,3
10456,2013,23
10454,2013,34
10454,2013,2
10455,2013,35
10474,2013,33
10459,2013,45
10473,2013,7
10473,2013,0
10465,2013,5
10465,2013,33
10462,2013,2
10461,2013,6
10462,2013,4
10461,2013,8
10458,2013,23
10463,2013,8
10471,2013,0
10461,2013,22
10465,2013,0
10465,2013,0
10473,2013,4
10467,2013,4
10469,2013,0
10456,2013,172
10472,2013,0
10466,2013,2
11209,2013,49
11214,2013,27
11220,2013,59
11222,2013,170
11223,2013,10
11235,2013,43
11235,2013,28
11230,2013,0
11230,2013,180
11213,2013,135
11203,2013,15
11218,2013,131
11215,2013,6
11238,2013,54
11212,2013,62
11211,2013,886
11221,2013,315
11221,2013,123
11201,2013,199
11201,2013,64
11231,2013,48
11231,2013,187
11215,2013,131
11205,2013,231
11215,2013,230
11208,2013,14
11208,2013,39
11239,2013,0
11236,2013,11
11234,2013,12
11234,2013,0
11235,2013,10
11224,2013,221
11214,2013,2
11219,2013,18
11228,2013,6
11229,2013,5
11234,2013,13
11205,2013,74
11224,2013,4
11201,2013,103
11217,2013,50
11225,2013,6
11233,2013,3
11208,2013,1
11234,2013,1
11230,2013,28
11226,2013,10
11234,2013,159
11208,2013,2
11206,2013,86
11211,2013,118
11211,2013,62
11251,2013,112
11230,2013,6
11209,2013,12
10002,2013,142
10033,2013,107
10034,2013,37
10031,2013,22
10027,2013,3
10030,2013,5
10029,2013,89
10075,2013,357
10128,2013,19
10021,2013,7
10044,2013,24
10024,2013,261
10023,2013,51
10018,2013,155
10036,2013,307
11354,2013,18
10314,2013,880
10012,2013,536
10009,2013,452
10002,2013,540
10013,2013,370
10013,2013,56
10012,2013,600
10014,2013,236
10025,2013,6
10027,2013,76
10010,2013,100
10280,2013,33
10005,2013,63
11103,2013,254
11377,2013,91
11372,2013,38
11373,2013,43
11414,2013,8
11368,2013,0
11375,2013,66
11415,2013,66
11418,2013,80
11354,2013,1
11101,2013,336
11104,2013,89
11369,2013,3
11378,2013,8
11385,2013,44
11385,2013,110
11374,2013,9
11421,2013,10
11417,2013,16
11420,2013,2
11356,2013,12
11357,2013,36
11361,2013,108
11358,2013,2
11363,2013,10
11363,2013,2
11004,2013,3
11426,2013,6
11367,2013,0
11365,2013,1
11435,2013,3
11432,2013,3
11364,2013,3
11428,2013,14
11423,2013,84
11433,2013,9
11412,2013,186
11434,2013,76
11413,2013,0
11411,2013,6
11422,2013,27
11691,2013,28
11693,2013,3
11697,2013,20
11105,2013,79
11357,2013,0
11360,2013,1
11691,2013,1
11692,2013,2
11694,2013,6
11694,2013,0
11354,2013,8
11004,2013,10
11423,2013,1
11432,2013,4
11355,2013,0
11432,2013,69
11106,2013,38
11414,2013,3
11422,2013,0
11368,2013,1
11694,2013,12
11694,2013,14
11692,2013,90
11413,2013,19
11427,2013,7
11368,2013,0
11375,2013,1
10301,2013,22
10301,2013,2
10304,2013,7
10305,2013,1
10310,2013,2
10304,2013,0
10304,2013,1
10305,2013,2
10310,2013,3
10303,2013,0
10303,2013,0
10314,2013,0
10314,2013,1
10314,2013,3
10306,2013,10
10306,2013,3
10308,2013,1
10312,2013,1
10312,2013,0
10309,2013,3
10307,2013,1
10301,2013,0
10301,2013,6
11104,2013,12
11226,2013,17
11203,2013,14
11203,2013,32
10304,2013,1
10314,2013,1
10314,2013,0
10303,2013,11
10305,2013,0
10305,2013,1
10304,2013,0
10305,2013,1
10306,2013,11
10306,2013,0
10306,2013,0
11360,2013,0
10312,2013,2
10309,2013,0
10309,2013,0
10309,2013,1
10309,2013,0
10312,2013,0
10312,2013,0
10314,2013,0
10314,2013,0
10314,2013,3
10314,2013,1
10128,2013,6
10009,2013,18
10007,2013,25
10001,2013,22
10306,2013,11
10305,2013,15
10304,2013,2
10304,2013,2
10301,2013,0
10301,2013,0
10303,2013,0
10302,2013,1
11236,2013,0
11207,2013,1
11236,2013,0
11234,2013,2
11432,2013,0
11365,2013,26
11365,2013,0
11370,2013,0
10456,2013,0
10451,2013,2
10452,2013,2
10453,2013,0
10022,2013,9
11101,2013,10
10017,2013,5
10016,2013,1
10009,2013,0
10011,2013,129
11104,2013,5
11101,2013,0
11201,2013,27
11201,2013,7
11213,2013,4
11233,2013,0
11201,2013,238
10314,2013,0
10314,2013,3
10309,2013,1
10306,2013,0
11697,2013,5
11229,2013,1
11379,2013,9
10309,2013,0
10306,2013,0
10309,2013,0
11357,2013,0
11207,2013,27
11229,2013,0
10466,2014,17
10475,2014,6
10466,2014,18
10471,2014,0
10471,2014,103
10463,2014,27
10463,2014,2
10470,2014,22
10467,2014,4
10467,2014,5
10469,2014,2
10461,2014,4
10464,2014,38
10458,2014,36
10453,2014,8
10453,2014,1
10458,2014,111
10460,2014,11
10460,2014,8
10452,2014,5
10456,2014,15
10454,2014,21
10454,2014,2
10455,2014,39
10474,2014,21
10459,2014,39
10473,2014,15
10473,2014,0
10465,2014,12
10465,2014,28
10462,2014,5
10461,2014,5
10462,2014,0
10461,2014,2
10458,2014,14
10463,2014,7
10471,2014,0
10461,2014,72
10465,2014,0
10465,2014,1
10473,2014,20
10467,2014,1
10469,2014,0
10456,2014,153
10472,2014,0
10466,2014,1
11209,2014,32
11214,2014,29
11220,2014,89
11222,2014,270
11223,2014,5
11235,2014,44
11235,2014,21
11230,2014,0
11230,2014,200
11213,2014,156
11203,2014,26
11218,2014,117
11215,2014,15
11238,2014,63
11212,2014,64
11211,2014,964
11221,2014,329
11221,2014,119
11201,2014,187
11201,2014,62
11231,2014,42
11231,2014,128
11215,2014,177
11205,2014,284
11215,2014,218
11208,2014,16
11208,2014,62
11239,2014,0
11236,2014,14
11234,2014,7
11234,2014,0
11235,2014,17
11224,2014,216
11214,2014,4
11219,2014,11
11228,2014,3
11229,2014,8
11234,2014,11
11205,2014,72
11224,2014,7
11201,2014,74
11217,2014,66
11225,2014,7
11233,2014,3
11208,2014,3
11234,2014,0
11230,2014,21
11226,2014,5
11234,2014,124
11208,2014,2
11206,2014,30
11211,2014,122
11211,2014,103
11251,2014,107
11230,2014,1
11209,2014,1
10002,2014,127
10033,2014,109
10034,2014,33
10031,2014,16
10027,2014,3
10030,2014,8
10029,2014,98
10075,2014,359
10128,2014,31
10021,2014,18
10044,2014,25
10024,2014,205
10023,2014,46
10018,2014,193
10036,2014,433
11354,2014,20
10314,2014,932
10012,2014,555
10009,2014,512
10002,2014,543
10013,2014,313
10013,2014,55
10012,2014,563
10014,2014,275
10025,2014,4
10027,2014,55
10010,2014,217
10280,2014,54
10005,2014,59
11103,2014,255
11377,2014,52
11372,2014,36
11373,2014,45
11414,2014,7
11368,2014,1
11375,2014,75
11415,2014,56
11418,2014,33
11354,2014,2
11101,2014,321
11104,2014,78
11369,2014,3
11378,2014,22
11385,2014,75
11385,2014,66
11374,2014,7
11421,2014,17
11417,2014,7
11420,2014,0
11356,2014,5
11357,2014,28
11361,2014,118
11358,2014,2
11363,2014,20
11363,2014,8
11004,2014,2
11426,2014,4
11367,2014,0
11365,2014,7
11435,2014,4
11432,2014,1
11364,2014,0
11428,2014,15
11423,2014,79
11433,2014,12
11412,2014,110
11434,2014,70
11413,2014,3
11411,2014,4
11422,2014,25
11691,2014,26
11693,2014,3
11697,2014,2
11105,2014,63
11357,2014,0
11360,2014,2
11691,2014,1
11692,2014,2
11694,2014,9
11694,2014,0
11354,2014,9
11004,2014,11
11423,2014,0
11432,2014,1
11355,2014,0
11432,2014,73
11106,2014,19
11414,2014,3
11422,2014,4
11368,2014,1
11694,2014,24
11694,2014,5
11692,2014,65
11413,2014,27
11427,2014,13
11368,2014,0
11375,2014,0
10301,2014,27
10301,2014,4
10304,2014,10
10305,2014,3
10310,2014,0
10304,2014,0
10304,2014,0
10305,2014,4
10310,2014,2
10303,2014,0
10303,2014,0
10314,2014,0
10314,2014,1
10314,2014,2
10306,2014,2
10306,2014,6
10308,2014,0
10312,2014,2
10312,2014,3
10309,2014,2
10307,2014,4
10301,2014,7
10301,2014,2
11104,2014,6
11226,2014,13
11203,2014,4
11203,2014,6
10304,2014,3
10314,2014,0
10314,2014,0
10303,2014,2
10305,2014,0
10305,2014,0
10304,2014,0
10305,2014,1
10306,2014,5
10306,2014,0
10306,2014,0
11360,2014,1
10312,2014,2
10309,2014,2
10309,2014,0
10309,2014,1
10309,2014,3
10312,2014,0
10312,2014,0
10314,2014,1
10314,2014,0
10314,2014,2
10314,2014,1
10128,2014,3
10009,2014,32
10007,2014,32
10001,2014,19
10306,2014,10
10305,2014,2
10304,2014,3
10304,2014,3
10301,2014,0
10301,2014,0
10303,2014,0
10302,2014,0
11236,2014,0
11207,2014,4
11236,2014,0
11234,2014,4
11432,2014,0
11365,2014,18
11365,2014,0
11370,2014,0
10456,2014,1
10451,2014,1
10452,2014,1
10453,2014,3
10022,2014,8
11101,2014,8
10017,2014,8
10016,2014,2
10009,2014,1
10011,2014,137
11104,2014,0
11101,2014,0
11201,2014,18
11201,2014,10
11213,2014,11
11233,2014,1
11201,2014,205
10314,2014,0
10314,2014,3
10309,2014,0
10306,2014,1
11697,2014,6
11229,2014,0
11379,2014,11
10309,2014,0
10306,2014,0
10309,2014,0
11357,2014,0
11207,2014,16
11229,2014,0
10466,2015,17
10475,2015,12
10466,2015,8
10471,2015,0
10471,2015,108
10463,2015,22
10463,2015,4
10470,2015,17
10467,2015,14
10467,2015,4
10469,2015,2
10461,2015,2
10464,2015,6
10458,2015,61
10453,2015,4
10453,2015,3
10458,2015,95
10460,2015,9
10460,2015,2
10452,2015,6
10456,2015,24
10454,2015,38
10454,2015,29
10455,2015,37
10474,2015,19
10459,2015,29
10473,2015,14
10473,2015,0
10465,2015,3
10465,2015,54
10462,2015,7
10461,2015,9
10462,2015,0
10461,2015,9
10458,2015,27
10463,2015,9
10471,2015,0
10461,2015,10
10465,2015,1
10465,2015,1
10473,2015,2
10467,2015,1
10469,2015,12
10456,2015,145
10472,2015,1
10466,2015,0
11209,2015,33
11214,2015,14
11220,2015,213
11222,2015,149
11223,2015,8
11235,2015,38
11235,2015,25
11230,2015,0
11230,2015,178
11213,2015,146
11203,2015,23
11218,2015,83
11215,2015,8
11238,2015,58
11212,2015,71
11211,2015,712
11221,2015,324
11221,2015,112
11201,2015,220
11201,2015,37
11231,2015,31
11231,2015,151
11215,2015,132
11205,2015,332
11215,2015,182
11208,2015,11
11208,2015,55
11239,2015,8
11236,2015,23
11234,2015,8
11234,2015,1
11235,2015,22
11224,2015,230
11214,2015,2
11219,2015,36
11228,2015,8
11229,2015,2
11234,2015,4
11205,2015,81
11224,2015,2
11201,2015,91
11217,2015,55
11225,2015,8
11233,2015,0
11208,2015,4
11234,2015,0
11230,2015,21
11226,2015,1
11234,2015,107
11208,2015,3
11206,2015,19
11211,2015,117
11211,2015,141
11251,2015,62
11230,2015,3
11209,2015,30
10002,2015,134
10033,2015,101
10034,2015,38
10031,2015,16
10027,2015,1
10030,2015,0
10029,2015,106
10075,2015,387
10128,2015,14
10021,2015,22
10044,2015,15
10024,2015,193
10023,2015,46
10018,2015,165
10036,2015,395
11354,2015,19
10314,2015,776
10012,2015,439
10009,2015,481
10002,2015,553
10013,2015,289
10013,2015,51
10012,2015,580
10014,2015,260
10025,2015,2
10027,2015,49
10010,2015,82
10280,2015,34
10005,2015,102
11103,2015,335
11377,2015,92
11372,2015,57
11373,2015,80
11414,2015,11
11368,2015,0
11375,2015,172
11415,2015,64
11418,2015,39
11354,2015,0
11101,2015,363
11104,2015,130
11369,2015,1
11378,2015,15
11385,2015,66
11385,2015,145
11374,2015,8
11421,2015,20
11417,2015,18
11420,2015,7
11356,2015,4
11357,2015,24
11361,2015,86
11358,2015,3
11363,2015,14
11363,2015,2
11004,2015,6
11426,2015,2
11367,2015,0
11365,2015,4
11435,2015,6
11432,2015,4
11364,2015,0
11428,2015,24
11423,2015,140
11433,2015,10
11412,2015,175
11434,2015,85
11413,2015,4
11411,2015,2
11422,2015,36
11691,2015,23
11693,2015,3
11697,2015,8
11105,2015,78
11357,2015,0
11360,2015,0
11691,2015,2
11692,2015,0
11694,2015,2
11694,2015,0
11354,2015,6
11004,2015,10
11423,2015,1
11432,2015,1
11355,2015,1
11432,2015,87
11106,2015,19
11414,2015,5
11422,2015,2
11368,2015,2
11694,2015,0
11694,2015,3
11692,2015,49
11413,2015,30
11427,2015,6
11368,2015,0
11375,2015,0
10301,2015,23
10301,2015,6
10304,2015,12
10305,2015,6
10310,2015,2
10304,2015,0
10304,2015,0
10305,2015,3
10310,2015,0
10303,2015,0
10303,2015,1
10314,2015,0
10314,2015,0
10314,2015,0
10306,2015,3
10306,2015,1
10308,2015,1
10312,2015,3
10312,2015,1
10309,2015,0
10307,2015,3
10301,2015,5
10301,2015,0
11104,2015,14
11226,2015,19
11203,2015,2
11203,2015,12
10304,2015,9
10314,2015,0
10314,2015,1
10303,2015,1
10305,2015,1
10305,2015,0
10304,2015,4
10305,2015,1
10306,2015,2
10306,2015,0
10306,2015,0
11360,2015,0
10312,2015,0
10309,2015,0
10309,2015,0
10309,2015,8
10309,2015,0
10312,2015,0
10312,2015,0
10314,2015,0
10314,2015,1
10314,2015,2
10314,2015,2
10128,2015,4
10009,2015,38
10007,2015,49
10001,2015,17
10306,2015,6
10305,2015,0
10304,2015,2
10304,2015,0
10301,2015,0
10301,2015,3
10303,2015,0
10302,2015,0
11236,2015,0
11207,2015,8
11236,2015,0
11234,2015,5
11432,2015,0
11365,2015,27
11365,2015,1
11370,2015,1
10456,2015,0
10451,2015,2
10452,2015,3
10453,2015,5
10022,2015,6
11101,2015,1
10017,2015,4
10016,2015,6
10009,2015,6
10011,2015,167
11104,2015,1
11101,2015,0
11201,2015,59
11201,2015,11
11213,2015,9
11233,2015,1
11201,2015,199
10314,2015,1
10314,2015,3
10309,2015,1
10306,2015,0
11697,2015,5
11229,2015,1
11379,2015,4
10309,2015,0
10306,2015,0
10309,2015,0
11357,2015,0
11207,2015,20
11229,2015,1
